1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,1
37,2
38,2
39,2
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,2
51,2
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,0
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,2
110,2
111,2
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,3
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,1
130,1
131,1
132,1
133,2
134,2
135,2
136,2
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
